,"operater name","name","route","ivrpath","currency_name","clilimit","buyingrate","dailyrate","Weekly Rate","Monthly Rate","min duration","maxduration","calllimit","maxdailyminutes","Creation Date"
,"Aggregator","Afghanistan AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Albania AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Algeria AT","","TeachYourselfEnglishINTHECITY.wav","USD","1","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-02-24"
,"Aggregator","Andorra AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Angola AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Anguilla AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Antarctica AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Antigua AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Armenia AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Aruba AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
,"Aggregator","Ascension Islands AT","","TeachYourselfEnglishINTHECITY.wav","USD","","0.00000","0.00000","0.00000","0.00000","7200","7200","100000","3000","2020-03-04"
