Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Afghanistan KT1,EZ_Mobile,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Afghanistan KT2,EZ_Mobile,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
ALGERIA KA1,EZ_Mobile,0.28,0.2,980,1180,0,0.23,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
ALGERIA KT1,EZ_Mobile,0.3,0.2,980,1180,0,0.24,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
ALGERIA MOBILIS KA1,EZ_Mobile,0.16,0.12,980,1180,0,0.14,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bosnia KT1,EZ_Mobile,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
BOTSWANA ORANGE KA1,EZ_Mobile,0.12,0.08,980,1180,0,0.1,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Burundi ATK,EZ_Mobile,0.2,0.14,980,1180,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
BURUNDI KA1,EZ_Mobile,0.2,0.14,980,1180,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chad KT1,EZ_Mobile,0.17,0.12,980,1180,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
COMOROS KT2,EZ_Mobile,0.18,0.12,980,1180,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CONGO KS1,EZ_Mobile,0.18,0.12,980,1180,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba KA2,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba KT8,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ecuador Porta KT1,EZ_Mobile,0.09,0.06,980,1180,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
GHANA KT1,EZ_Mobile,0.2,0.14,980,1180,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
GUINEA BISSAU KT2,EZ_Mobile,0.3,0.2,980,1180,0,0.24,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
GUINEA GAMMA KT1,EZ_Mobile,0.3,0.2,980,1180,0,0.24,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
LATVIA KT1,EZ_Mobile,0.3,0.2,980,1180,0,0.24,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
MADAGASCAR,EZ_Mobile,0.25,0.18,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
MADAGASCAR KA1,EZ_Mobile,0.2,0.14,980,1180,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
MADAGASCAR KT1,EZ_Mobile,0.25,0.18,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
MADAGASCAR ORANGE KA1,EZ_Mobile,0.2,0.14,980,1180,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
MADAGASCAR ORANGE KT1,EZ_Mobile,0.25,0.18,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
