Range Name,DID
Bosnia S12,387644261984
Bosnia S12,387644261929
Bosnia S12,387644261994
Bosnia S12,387644262086
Bosnia S12,387644261961
Bosnia S12,387644261896
Bosnia S12,387644262017
Bosnia S12,387644261990
Bosnia S12,387644261986
Bosnia S12,387644261973
Bosnia S12,387644262076
Bosnia S12,387644262038
Bosnia S12,387644262066
Bosnia S12,387644261970
Bosnia S12,387644262006
Bosnia S12,387644262057
Bosnia S12,387644262035
Bosnia S12,387644262065
Bosnia S12,387644262053
Bosnia S12,387644262030
Bosnia S12,387644262081
Bosnia S12,387644261904
Bosnia S12,387644262054
Bosnia S12,387644261910
Bosnia S12,387644261941
Bosnia S12,387644261909
Bosnia S12,387644262044
Bosnia S12,387644261963
Bosnia S12,387644261969
Bosnia S12,387644261921
Madagascar S17,261205682115
Madagascar S17,261205682108
Madagascar S17,261205682092
Madagascar S17,261205682229
Madagascar S17,261205682166
Madagascar S17,261205682279
Madagascar S17,261205681959
Madagascar S17,261205682196
Madagascar S17,261205681942
Madagascar S17,261205682145
Ivory Coast S10,22558628807
Ivory Coast S10,22558628694
Ivory Coast S10,22558628785
Ivory Coast S10,22558628635
Ivory Coast S10,22558628641
Ivory Coast S10,22558628716
Ivory Coast S10,22558628648
Ivory Coast S10,22558628770
Ivory Coast S10,22558628714
Ivory Coast S10,22558628791
Ivory Coast S10,22558628636
Ivory Coast S10,22558628678
Ivory Coast S10,22558628729
Ivory Coast S10,22558628700
Ivory Coast S10,22558628759
Ivory Coast S10,22558628790
Ivory Coast S10,22558628626
Ivory Coast S10,22558628713
Ivory Coast S10,22558628639
Ivory Coast S10,22558628663
Ivory Coast S10,22558628803
Ivory Coast S10,22558628684
Ivory Coast S10,22558628699
Ivory Coast S10,22558628686
Ivory Coast S10,22558628747
Ivory Coast S10,22558628788
Ivory Coast S10,22558628640
Ivory Coast S10,22558628634
Ivory Coast S10,22558628688
Ivory Coast S10,22558628665
