Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Ascension AV6,Avalon,0.25,0.20,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ascension Proper AV1,Avalon,0.25,0.20,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chad AV5,Avalon,0.15,0.11,980,1180,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chad Proper AV1,Avalon,0.15,0.11,980,1180,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chad  AV6,Avalon,0.15,0.11,980,1180,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba AV7,Avalon,0.28,0.20,980,1180,0,0.24,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
East Timor AV1,Avalon,0.15,0.11,980,1180,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
East Timor Proper AV1,Avalon,0.15,0.11,980,1180,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Falklands AV1,Avalon,0.20,0.15,980,1180,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Falklands Proper AV1,Avalon,0.20,0.15,980,1180,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Guinea AV1,Avalon,0.17,0.13,980,1180,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Guinea AV2,Avalon,0.17,0.13,980,1180,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Guinea Proper AV1,Avalon,0.17,0.13,980,1180,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Guinea AV3,Avalon,0.17,0.13,980,1180,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Kiribati AV6,Avalon,0.20,0.15,980,1180,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Kiribati Proper AV1,Avalon,0.20,0.15,980,1180,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Madagascar AV3,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Madagascar Proper AV1,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Madagascar AV4,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Madagascar AV5,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Maldives AV9,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Maldives Proper AV1,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Maldives AV10,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Mauritania AV1,Avalon,0.14,0.10,980,1180,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Mauritania Proper AV1,Avalon,0.14,0.10,980,1180,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Nauru Proper AV1,Avalon,0.22,0.17,980,1180,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Sao Tome AV7,Avalon,0.25,0.20,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Sao Tome Proper AV1,Avalon,0.25,0.20,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Senegal AV4,Avalon,0.14,0.10,980,1180,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Senegal AV5,Avalon,0.14,0.10,980,1180,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
StHelena AV5,Avalon,0.25,0.20,980,1180,0,0.22,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Tunisia AV4,Avalon,0.16,0.12,980,1180,0,0.14,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Tunisia Proper AV1,Avalon,0.16,0.12,980,1180,0,0.14,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Tunisia AV5,Avalon,0.16,0.12,980,1180,0,0.14,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Vanuatu AV1,Avalon,0.20,0.15,980,1180,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Vanuatu Proper AV1,Avalon,0.20,0.15,980,1180,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
