Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Niger FT1,FEBO TELECOM,0.43,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Kiribati FT1,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT1,FEBO TELECOM,0.144,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT2,FEBO TELECOM,0.144,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT3,FEBO TELECOM,0.144,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Eritrea FT1,FEBO TELECOM,0.115,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Eritrea FT2,FEBO TELECOM,0.102,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Eritrea FT3,FEBO TELECOM,0.102,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Eritrea FT4,FEBO TELECOM,0.102,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Eritrea FT5,FEBO TELECOM,0.102,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Eritrea FT6,FEBO TELECOM,0.102,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Eritrea FT7,FEBO TELECOM,0.102,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Estonia FT1,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Estonia FT2,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
North FT1,FEBO TELECOM,0.27,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Dominican Republic FT1,FEBO TELECOM,0.029,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Jamaica FT1,FEBO TELECOM,0.075,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Algeria FT1,FEBO TELECOM,0.109,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Algeria FT2,FEBO TELECOM,0.109,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Algeria FT3,FEBO TELECOM,0.109,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT4,FEBO TELECOM,0.204,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT5,FEBO TELECOM,0.204,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT6,FEBO TELECOM,0.204,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT7,FEBO TELECOM,0.204,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Tunisia FT8,FEBO TELECOM,0.204,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Mauritania FT1,FEBO TELECOM,0.143,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Mauritania FT2,FEBO TELECOM,0.143,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Mali FT1,FEBO TELECOM,0.14,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Mali FT2,FEBO TELECOM,0.14,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Sierra Leone FT1,FEBO TELECOM,0.187,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Sierra Leone FT2,FEBO TELECOM,0.187,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Netherlands FT1,FEBO TELECOM,0.15,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Netherlands FT2,FEBO TELECOM,0.15,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Belgium FT1,FEBO TELECOM,0.155,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Belgium FT7,FEBO TELECOM,0.155,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Belgium FT2,FEBO TELECOM,0.155,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Belgium FT3,FEBO TELECOM,0.155,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Belgium FT4,FEBO TELECOM,0.155,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Belgium FT8,FEBO TELECOM,0.155,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
France FT1,FEBO TELECOM,0.12,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
France FT2,FEBO TELECOM,0.11,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
France FT3,FEBO TELECOM,0.12,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Luxemburg FT1,FEBO TELECOM,0.13,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Bulgaria FT1,FEBO TELECOM,0.19,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Bulgaria FT2,FEBO TELECOM,0.19,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Bulgaria FT3,FEBO TELECOM,0.16,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT1,FEBO TELECOM,0.23,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT2,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT3,FEBO TELECOM,0.16,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT4,FEBO TELECOM,0.16,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT5,FEBO TELECOM,0.17,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT6,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT14,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT7,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT8,FEBO TELECOM,0.15,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT9,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
Lithuania FT10,FEBO TELECOM,0.22,0,1700,3300,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,Euro
