Range Name,DID
Cameroon AT45,237650742237
Cameroon AT45,237650742658
Cameroon AT45,237650743002
Cameroon AT45,237650743021
Cameroon AT45,237650743654
Cameroon AT45,237650743983
Cameroon AT45,237650744460
Cameroon AT45,237650746205
Cameroon AT45,237650746695
Cameroon AT45,237650746727
Cameroon AT45,237650747953
Cameroon AT45,237650748122
Cameroon AT45,237650748271
Cameroon AT45,237650748895
Cameroon AT45,237650749610
Cameroon AT45,237650749845
Cameroon AT46,237650750123
Cameroon AT46,237650751096
Cameroon AT46,237650751167
Cameroon AT46,237650753014
Cameroon AT46,237650753077
Cameroon AT46,237650753322
Cameroon AT46,237650753709
Cameroon AT46,237650754633
Cameroon AT46,237650754921
Cameroon AT46,237650755253
Cameroon AT46,237650756497
Cameroon AT46,237650757323
Cameroon AT46,237650758350
Cameroon AT46,237650758352
Cameroon AT46,237650758381
Cameroon AT46,237650758494
Cameroon AT46,237650759215
Cameroon AT46,237650759424
Cameroon AT46,237650759540
Cameroon AT46,237650759821
Cameroon AT47,237650770009
Cameroon AT47,237650770593
Cameroon AT47,237650771568
Cameroon AT47,237650771732
Cameroon AT47,237650772334
Cameroon AT47,237650773851
Cameroon AT47,237650774206
Cameroon AT47,237650774371
Cameroon AT47,237650774627
Cameroon AT47,237650776021
Cameroon AT47,237650776312
Cameroon AT47,237650776481
Cameroon AT47,237650776492
Cameroon AT47,237650777019
Cameroon AT47,237650777756
Cameroon AT47,237650778577
Cameroon AT47,237650779198
Cameroon AT47,237650779278
Cameroon AT47,237650779507
Cameroon AT47,237650779818
Cameroon AT48,237650780414
Cameroon AT48,237650780425
Cameroon AT48,237650780833
Cameroon AT48,237650781200
Cameroon AT48,237650781718
Cameroon AT48,237650782792
Cameroon AT48,237650783441
Cameroon AT48,237650783576
Cameroon AT48,237650783992
Cameroon AT48,237650784491
Cameroon AT48,237650785662
Cameroon AT48,237650785969
Cameroon AT48,237650786261
Cameroon AT48,237650786428
Cameroon AT48,237650786438
Cameroon AT48,237650786444
Cameroon AT48,237650787110
