Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Afghanistan AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Albania AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Algeria AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Andorra AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Angola AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Anguilla AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Antarctica AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Antigua AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Armenia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Aruba AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ascension Islands AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Australia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Austria AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Azerbaijan AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bahamas AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bahrain AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Barbados AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Belarus AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Belgium AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Belize AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Benin AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bolivia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bosnia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Botswana AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Brazil AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
BVI AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bulgaria AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Burkina Faso AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Burundi AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cameroon AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cape Verde AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CAR AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chad AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chile AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Comoros AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Congo AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cook AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Sint Maarten AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Croatia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cyprus AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
DR Congo AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Diego Garcia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Djibouti AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Dominica AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
East AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ecuador AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Egypt AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
El Salvador AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
ELLIPSO AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Emsat AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Equatorial Guinea AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Estonia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Falkland Islands AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Fiji AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Finland AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
France AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
French Polynesia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Gabon AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Gambia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Georgia AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ghana AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Gibraltar AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Globalstar AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Greece AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Greenland AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Grenada AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Guatemala AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Guinea AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Guyana AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Haiti AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Honduras AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
 AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Iran AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Iraq AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Italy AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ivory AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Jamaica AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
JERSEY AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Jordan AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Kazakhstan AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Kenya AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Kiribati AT,Aggregator,0,0,7200,7200,0,0,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
