Range Name,DID
Congo T1,242800000001
Congo T1,242800000012
Congo T1,242800000086
Congo T1,242800000177
Congo T1,242800000257
Congo T1,242800000320
Congo T1,242800000397
Congo T1,242800000469
Congo T1,242800000566
Congo T1,242800000570
Congo T1,242800000607
Congo T1,242800000661
Congo T1,242800000710
Congo T1,242800000735
Congo T1,242800000742
Congo T1,242800000757
Congo T1,242800000791
Congo T1,242800000792
Congo T1,242800000809
Congo T1,242800000925
Congo T2,242800009020
Congo T2,242800009090
Congo T2,242800009098
Congo T2,242800009187
Congo T2,242800009203
Congo T2,242800009219
Congo T2,242800009221
Congo T2,242800009265
Congo T2,242800009301
Congo T2,242800009351
Congo T2,242800009440
Congo T2,242800009441
Congo T2,242800009560
Congo T2,242800009623
Congo T2,242800009633
Congo T2,242800009694
Congo T2,242800009712
Congo T2,242800009774
Congo T2,242800009822
Congo T2,242800009825
Congo T3,242800023076
Congo T3,242800023264
Congo T3,242800023330
Congo T3,242800023351
Congo T3,242800023354
Congo T3,242800023359
Congo T3,242800023454
Congo T3,242800023482
Congo T3,242800023672
Congo T3,242800023728
Congo T3,242800023769
Congo T3,242800023783
Congo T3,242800023798
Congo T3,242800023814
Congo T3,242800023873
Congo T3,242800023897
Congo T3,242800023911
Congo T3,242800023925
Congo T3,242800023943
Congo T3,242800023983
Congo T4,242800026154
Congo T4,242800026220
Congo T4,242800026238
Congo T4,242800026272
Congo T4,242800026289
Congo T4,242800026358
Congo T4,242800026408
Congo T4,242800026532
Congo T4,242800026535
Congo T4,242800026546
Congo T4,242800026654
Congo T4,242800026660
Congo T4,242800026798
Congo T4,242800026809
Congo T4,242800026837
Congo T4,242800026844
Congo T4,242800026910
Congo T4,242800026920
Congo T4,242800026930
Congo T4,242800026984
Congo T5,242800054038
Congo T5,242800054055
Congo T5,242800054065
Congo T5,242800054119
Congo T5,242800054153
Congo T5,242800054225
Congo T5,242800054241
Congo T5,242800054254
Congo T5,242800054339
Congo T5,242800054394
Congo T5,242800054431
Congo T5,242800054497
Congo T5,242800054548
Congo T5,242800054582
Congo T5,242800054621
Congo T5,242800054773
Congo T5,242800054789
Congo T5,242800054917
Congo T5,242800054925
Congo T5,242800054927
Congo T6,242800056070
Congo T6,242800056117
Congo T6,242800056175
Congo T6,242800056191
Congo T6,242800056361
Congo T6,242800056395
Congo T6,242800056397
Congo T6,242800056661
Congo T6,242800056685
Congo T6,242800056688
Congo T6,242800056692
Congo T6,242800056716
Congo T6,242800056736
Congo T6,242800056840
Congo T6,242800056862
Congo T6,242800056883
Congo T6,242800056927
Congo T6,242800056946
Congo T6,242800056955
Congo T6,242800056965
Congo T7,242800069000
Congo T7,242800069040
Congo T7,242800069055
Congo T7,242800069059
Congo T7,242800069062
Congo T7,242800069118
Congo T7,242800069208
Congo T7,242800069295
Congo T7,242800069346
Congo T7,242800069377
Congo T7,242800069381
Congo T7,242800069430
Congo T7,242800069501
Congo T7,242800069527
Congo T7,242800069560
Congo T7,242800069680
Congo T7,242800069727
Congo T7,242800069870
Congo T7,242800069887
Congo T7,242800069911
Congo T8,242800071018
Congo T8,242800071066
Congo T8,242800071081
Congo T8,242800071113
Congo T8,242800071213
Congo T8,242800071224
Congo T8,242800071261
Congo T8,242800071313
Congo T8,242800071328
Congo T8,242800071429
Congo T8,242800071437
Congo T8,242800071451
Congo T8,242800071488
Congo T8,242800071500
Congo T8,242800071558
Congo T8,242800071599
Congo T8,242800071670
Congo T8,242800071764
Congo T8,242800071773
Congo T8,242800071788
Congo T9,242800076023
Congo T9,242800076030
Congo T9,242800076049
Congo T9,242800076068
Congo T9,242800076069
Congo T9,242800076131
Congo T9,242800076229
Congo T9,242800076234
Congo T9,242800076235
Congo T9,242800076452
Congo T9,242800076463
Congo T9,242800076515
Congo T9,242800076577
Congo T9,242800076586
Congo T9,242800076643
Congo T9,242800076691
Congo T9,242800076741
Congo T9,242800076745
Congo T9,242800076851
Congo T9,242800076950
Congo T10,242800089128
Congo T10,242800089166
Congo T10,242800089276
Congo T10,242800089296
Congo T10,242800089300
Congo T10,242800089334
Congo T10,242800089341
Congo T10,242800089348
Congo T10,242800089394
Congo T10,242800089505
Congo T10,242800089506
Congo T10,242800089574
Congo T10,242800089666
Congo T10,242800089674
Congo T10,242800089698
Congo T10,242800089739
Congo T10,242800089771
Congo T10,242800089810
Congo T10,242800089824
Congo T10,242800089967
Congo T11,242800115015
Congo T11,242800115023
Congo T11,242800115055
Congo T11,242800115116
Congo T11,242800115119
Congo T11,242800115191
Congo T11,242800115221
Congo T11,242800115287
Congo T11,242800115306
Congo T11,242800115316
Congo T11,242800115360
Congo T11,242800115363
Congo T11,242800115433
Congo T11,242800115460
Congo T11,242800115478
Congo T11,242800115537
Congo T11,242800115777
Congo T11,242800115922
Congo T11,242800115923
Congo T11,242800115976
