Range Name,DID
Sao Tome ET1,2399850168
Sao Tome ET1,2399850363
Sao Tome ET1,2399850480
Sao Tome ET1,2399850558
Sao Tome ET1,2399850750
Sao Tome ET1,2399850855
Sao Tome ET1,2399850879
Sao Tome ET1,2399850980
Sao Tome ET1,2399851057
Sao Tome ET1,2399851131
Sao Tome ET1,2399851148
Sao Tome ET1,2399851252
Sao Tome ET1,2399851262
Sao Tome ET1,2399851302
Sao Tome ET1,2399851324
Sao Tome ET1,2399851360
Sao Tome ET1,2399851687
Sao Tome ET1,2399851865
Sao Tome ET1,2399851881
Sao Tome ET1,2399852000
Sao Tome ET1,2399852072
Sao Tome ET1,2399852115
Sao Tome ET1,2399852304
Sao Tome ET1,2399852424
Sao Tome ET1,2399852501
Sao Tome ET1,2399852601
Sao Tome ET1,2399852866
Sao Tome ET1,2399852938
Sao Tome ET1,2399852949
Sao Tome ET1,2399852975
Sao Tome ET1,2399853103
Sao Tome ET1,2399853178
Sao Tome ET1,2399853366
Sao Tome ET1,2399853439
Sao Tome ET1,2399853445
Sao Tome ET1,2399853688
Sao Tome ET1,2399853785
Sao Tome ET1,2399853907
Sao Tome ET1,2399853953
Sao Tome ET1,2399854099
Sao Tome ET1,2399854270
Sao Tome ET1,2399854352
Sao Tome ET1,2399854362
Sao Tome ET1,2399854417
Sao Tome ET1,2399854743
Sao Tome ET1,2399854766
Sao Tome ET1,2399854910
Sao Tome ET1,2399855004
Sao Tome ET1,2399855161
Sao Tome ET1,2399855264
Sao Tome ET1,2399855283
Sao Tome ET1,2399855300
Sao Tome ET1,2399855674
Sao Tome ET1,2399855688
Sao Tome ET1,2399855986
Sao Tome ET1,2399856065
Sao Tome ET1,2399856190
Sao Tome ET1,2399856197
Sao Tome ET1,2399856356
Sao Tome ET1,2399856413
Sao Tome ET1,2399856477
Sao Tome ET1,2399856489
Sao Tome ET1,2399856604
Sao Tome ET1,2399856633
Sao Tome ET1,2399856693
Sao Tome ET1,2399856770
Sao Tome ET1,2399856817
Sao Tome ET1,2399857103
Sao Tome ET1,2399857153
Sao Tome ET1,2399857275
Sao Tome ET1,2399857282
