Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Antigua ET14,Executive Telecom,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Antigua ET15,Executive Telecom,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Antigua ET16,Executive Telecom,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET51,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET52,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET53,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET54,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET55,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET56,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET57,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET58,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET59,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET60,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET61,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET62,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET63,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET64,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET65,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET66,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET67,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET68,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET69,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba ET70,Executive Telecom,0.32,0.22,980,1180,0,0.28,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Dominica ET1,Executive Telecom,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Dominica ET2,Executive Telecom,0.1,0.07,980,1180,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
El Salvador ET5,Executive Telecom,0.08,0.06,980,1180,0,0.07,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
El Salvador ET6,Executive Telecom,0.08,0.06,980,1180,0,0.07,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
El Salvador ET7,Executive Telecom,0.08,0.06,980,1180,0,0.07,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
El Salvador ET8,Executive Telecom,0.08,0.06,980,1180,0,0.07,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Haiti ET18,Executive Telecom,0.11,0.08,980,1180,0,0.095,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Haiti ET19,Executive Telecom,0.11,0.08,980,1180,0,0.095,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Haiti ET20,Executive Telecom,0.11,0.08,980,1180,0,0.095,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Haiti ET21,Executive Telecom,0.11,0.08,980,1180,0,0.095,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Gambia ET40,Executive Telecom,0.18,0.14,980,1180,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Gambia ET41,Executive Telecom,0.18,0.14,980,1180,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
