Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Afghanistan AT,Aggregator,0.145,0.07,7000,7200,0,0.085,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Albania AT,Aggregator,0.14,0.1,7000,7200,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Algeria AT,Aggregator,0.14,0.1,7000,7200,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Andorra AT,Aggregator,0.16,0.12,7000,7200,0,0.14,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Angola AT,Aggregator,0.16,0.12,7000,7200,0,0.14,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Anguilla AT,Aggregator,0.1,0.07,7000,7200,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Antarctica AT,Aggregator,0.21,0.15,7000,7200,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Antigua AT,Aggregator,0.1,0.07,7000,7200,0,0.085,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Armenia AT,Aggregator,0.1,0.07,7000,7200,0,0.085,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Aruba AT,Aggregator,0.09,0.07,7000,7200,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ascension Islands AT,Aggregator,0.28,0.21,7000,7200,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Australia AT,Aggregator,0.17,0.12,7000,7200,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Austria AT,Aggregator,0.12,0.09,7000,7200,0,0.1,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Azerbaijan AT,Aggregator,0.12,0.09,7000,7200,0,0.1,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bahamas AT,Aggregator,0.12,0.09,7000,7200,0,0.1,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bahrain AT,Aggregator,0.12,0.09,7000,7200,0,0.1,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Barbados AT,Aggregator,0.09,0.07,7000,7200,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Belarus AT,Aggregator,0.14,0.1,7000,7200,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Belgium AT,Aggregator,0.13,0.09,7000,7200,0,0.11,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Belize AT,Aggregator,0.11,0.08,7000,7200,0,0.09,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Benin AT,Aggregator,0.09,0.07,7000,7200,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bolivia AT,Aggregator,0.09,0.07,7000,7200,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bosnia AT,Aggregator,0.13,0.09,7000,7200,0,0.11,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Botswana AT,Aggregator,0.13,0.09,7000,7200,0,0.11,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Brazil AT,Aggregator,0.07,0.05,7000,7200,0,0.06,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
British AT,Aggregator,0.09,0.07,7000,7200,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Bulgaria AT,Aggregator,0.09,0.05,7000,7200,0,0.07,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Burkina Faso AT,Aggregator,0.15,0.11,7000,7200,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Burundi AT,Aggregator,0.21,0.15,7000,7200,0,0.19,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
BVI AT,Aggregator,0.09,0.06,7000,7200,0,0.07,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cameroon AT,Aggregator,0.12,0.08,7000,7200,0,0.1,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cape Verde AT,Aggregator,0.15,0.11,7000,7200,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CAR AT,Aggregator,0.18,0.13,7000,7200,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Island AT,Aggregator,0.09,0.05,7000,7200,0,0.07,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT,Aggregator,0.09,0.07,7000,7200,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chad AT,Aggregator,0.19,0.13,7000,7200,0,0.15,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chile AT,Aggregator,0.2,0.15,7000,7200,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Comoros AT,Aggregator,0.15,0.11,7000,7200,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Congo AT,Aggregator,0.18,0.13,7000,7200,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cook AT,Aggregator,0.25,0.18,7000,7200,0,0.225,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Croatia AT,Aggregator,0.18,0.13,7000,7200,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba AT,Aggregator,0.3,0.22,7000,7200,0,0.27,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cuba AT2,Aggregator,0.3,0.22,7000,7200,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cyprus AT,Aggregator,0.125,0.09,7000,7200,0,0.105,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Diego Garcia AT,Aggregator,0.29,0.21,7000,7200,0,0.26,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Djibouti AT,Aggregator,0.14,0.1,7000,7200,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Djibouti AT28,Aggregator,0.14,0.1,7000,7200,0,0.12,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Dominica AT,Aggregator,0.1,0.06,7000,7200,0,0.08,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
DR Congo AT,Aggregator,0.16,0.12,7000,7200,0,0.14,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
East AT,Aggregator,0.22,0.16,7000,7200,0,0.2,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Ecuador AT,Aggregator,0.1,0.07,7000,7200,0,0.085,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Egypt AT,Aggregator,0.1,0.07,7000,7200,0,0.085,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
El Salvador AT,Aggregator,0.08,0.06,7000,7200,0,0.065,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
ELLIPSO AT,Aggregator,0.35,0.26,7000,7200,0,0.31,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Emsat AT,Aggregator,0.55,0.3,7000,7200,0,0.4,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Equatorial Guinea AT,Aggregator,0.15,0.11,7000,7200,0,0.13,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
