Range Name,DID
Algeria ET1,213559225134
Algeria ET1,213559227303
Algeria ET1,213559226443
Algeria ET1,213559223599
Algeria ET1,213559220426
Algeria ET1,213559221460
Algeria ET1,213559221982
Algeria ET1,213559229412
Algeria ET1,213559229764
Algeria ET1,213559228777
Algeria ET2,213796129277
Algeria ET2,213796122455
Algeria ET2,213796127737
Algeria ET2,213796126135
Algeria ET2,213796128828
Algeria ET2,213796128702
Algeria ET2,213796127973
Algeria ET2,213796124721
Algeria ET2,213796128083
Algeria ET2,213796128248
Algeria ET3,213559659578
Algeria ET3,213559650077
Algeria ET3,213559656705
Algeria ET3,213559653061
Algeria ET3,213559659805
Algeria ET3,213559654709
Algeria ET3,213559654246
Algeria ET3,213559651487
Algeria ET3,213559655505
Algeria ET3,213559658153
Algeria ET4,213551230741
Algeria ET4,213551237383
Algeria ET4,213551232749
Algeria ET4,213551239896
Algeria ET4,213551236040
Algeria ET4,213551234849
Algeria ET4,213551235397
Algeria ET4,213551236829
Algeria ET4,213551233730
Algeria ET4,213551236069
Algeria ET5,213558920074
Algeria ET5,213558921714
Algeria ET5,213558925553
Algeria ET5,213558923126
Algeria ET5,213558923361
Algeria ET5,213558925217
Algeria ET5,213558928134
Algeria ET5,213558929136
Algeria ET5,213558920261
Algeria ET5,213558920385
Algeria ET6,213552923088
Algeria ET6,213552924400
Algeria ET6,213552926742
Algeria ET6,213552928271
Algeria ET6,213552922698
Algeria ET6,213552922714
Algeria ET6,213552928272
Algeria ET6,213552929013
Algeria ET6,213552928012
Algeria ET6,213552929506
Cuba ET10,5378639521
Cuba ET10,5378639065
Cuba ET10,5378639003
Cuba ET10,5378639655
Cuba ET10,5378639916
Cuba ET10,5378639880
Cuba ET10,5378639383
Cuba ET10,5378639937
Cuba ET10,5378639093
Cuba ET10,5378639375
Cuba ET11,5378363261
Cuba ET11,5378363323
Cuba ET11,5378363586
Cuba ET11,5378363044
Cuba ET11,5378363554
Cuba ET11,5378363079
Cuba ET11,5378363831
Cuba ET11,5378363045
Cuba ET11,5378363460
Cuba ET11,5378363782
Cuba ET12,53721402897
Cuba ET12,53721408077
Cuba ET12,53721405192
Cuba ET12,53721408082
Cuba ET12,53721402031
Cuba ET12,53721402305
Cuba ET12,53721409728
Cuba ET12,53721408865
Cuba ET12,53721405572
Cuba ET12,53721403873
Cuba ET8,5350254718
Cuba ET8,5350258584
Cuba ET8,5350258218
Cuba ET8,5350254202
Cuba ET8,5350255862
Cuba ET8,5350258654
Cuba ET8,5350250565
Cuba ET8,5350252705
Cuba ET8,5350251106
Cuba ET8,5350251647
Cuba ET9,5350464803
Cuba ET9,5350465058
Cuba ET9,5350460490
Cuba ET9,5350469792
Cuba ET9,5350468814
Cuba ET9,5350467400
Cuba ET9,5350460451
Cuba ET9,5350460157
Cuba ET9,5350467940
Cuba ET9,5350466388
Eritrea ET4,2917160816
Eritrea ET4,2917161072
Eritrea ET4,2917167282
Eritrea ET4,2917162819
Eritrea ET4,2917167443
Eritrea ET4,2917164110
Eritrea ET4,2917161654
Eritrea ET4,2917162346
Eritrea ET4,2917165711
Eritrea ET4,2917165783
Eritrea ET5,2917257942
Eritrea ET5,2917257721
Eritrea ET5,2917259724
Eritrea ET5,2917256923
Eritrea ET5,2917253078
Eritrea ET5,2917257253
Eritrea ET5,2917258742
Eritrea ET5,2917254620
Eritrea ET5,2917257842
Eritrea ET5,2917256272
Eritrea ET6,2917312226
Eritrea ET6,2917314157
Eritrea ET6,2917311882
Eritrea ET6,2917317310
Eritrea ET6,2917317404
Eritrea ET6,2917312694
Eritrea ET6,2917313213
Eritrea ET6,2917318481
Eritrea ET6,2917311051
Eritrea ET6,2917313801
Eritrea ET7,2918188275
Eritrea ET7,2918187609
Eritrea ET7,2918181279
Eritrea ET7,2918181806
Eritrea ET7,2918183728
Eritrea ET7,2918187647
Eritrea ET7,2918180795
Eritrea ET7,2918188568
Eritrea ET7,2918187322
Eritrea ET7,2918189133
Eritrea ET8,2918190500
Eritrea ET8,2918192793
Eritrea ET8,2918190686
Eritrea ET8,2918192485
Eritrea ET8,2918194079
Eritrea ET8,2918195513
Eritrea ET8,2918195946
Eritrea ET8,2918196886
Eritrea ET8,2918190681
Eritrea ET8,2918197936
Eritrea ET9,2917324881
Eritrea ET9,2917327646
Eritrea ET9,2917322363
Eritrea ET9,2917327120
Eritrea ET9,2917321902
Eritrea ET9,2917323733
Eritrea ET9,2917322469
Eritrea ET9,2917321024
Eritrea ET9,2917325232
Eritrea ET9,2917328800
Falkland Islands ET1,50081228
Falkland Islands ET1,50081279
Falkland Islands ET1,50081432
Falkland Islands ET1,50081173
Falkland Islands ET1,50081765
Falkland Islands ET1,50081408
Falkland Islands ET1,50081455
Falkland Islands ET1,50081222
Falkland Islands ET1,50081288
Falkland Islands ET1,50081681
Falkland Islands ET2,50092418
Falkland Islands ET2,50092415
Falkland Islands ET2,50092137
Falkland Islands ET2,50092226
Falkland Islands ET2,50092001
Falkland Islands ET2,50092797
Falkland Islands ET2,50092032
Falkland Islands ET2,50092777
Falkland Islands ET2,50092615
Falkland Islands ET2,50092317
Falkland Islands ET3,50085848
Falkland Islands ET3,50085364
Falkland Islands ET3,50085842
Falkland Islands ET3,50085269
Falkland Islands ET3,50085385
Falkland Islands ET3,50085001
Falkland Islands ET3,50085888
Falkland Islands ET3,50085765
Falkland Islands ET3,50085377
Falkland Islands ET3,50085073
Falkland Islands ET4,50096218
Falkland Islands ET4,50096172
Falkland Islands ET4,50096712
Falkland Islands ET4,50096234
Falkland Islands ET4,50096036
Falkland Islands ET4,50096523
Falkland Islands ET4,50096314
Falkland Islands ET4,50096517
Falkland Islands ET4,50096949
Falkland Islands ET4,50096340
Haiti ET1,50947671548
Haiti ET1,50947677618
Haiti ET1,50947678946
Haiti ET1,50947676132
Haiti ET1,50947672872
Haiti ET1,50947670386
Haiti ET1,50947679332
Haiti ET1,50947677263
Haiti ET1,50947674317
Haiti ET1,50947679002
Haiti ET2,50931941236
Haiti ET2,50931948119
Haiti ET2,50931947819
Haiti ET2,50931949606
Haiti ET2,50931949684
Haiti ET2,50931945472
Haiti ET2,50931945865
Haiti ET2,50931942097
Haiti ET2,50931946027
Haiti ET2,50931943554
Haiti ET3,50946737180
Haiti ET3,50946733712
Haiti ET3,50946736416
Haiti ET3,50946731181
Haiti ET3,50946735502
Haiti ET3,50946737412
Haiti ET3,50946738770
Haiti ET3,50946738566
Haiti ET3,50946733117
Haiti ET3,50946735587
Haiti ET4,50948175020
Haiti ET4,50948172556
Haiti ET4,50948175293
Haiti ET4,50948177960
Haiti ET4,50948178568
Haiti ET4,50948170301
Haiti ET4,50948177978
Haiti ET4,50948174880
Haiti ET4,50948176944
Haiti ET4,50948175448
Haiti ET5,50928930682
Haiti ET5,50928933470
Haiti ET5,50928931191
Haiti ET5,50928936922
Haiti ET5,50928935771
Haiti ET5,50928934502
Haiti ET5,50928938460
Haiti ET5,50928937718
Haiti ET5,50928939905
Haiti ET5,50928933419
Honduras ET1,50494565243
Honduras ET1,50494561789
Honduras ET1,50494566090
Honduras ET1,50494564598
Honduras ET1,50494561554
Honduras ET1,50494566987
Honduras ET1,50494569760
Honduras ET1,50494563982
Honduras ET1,50494560138
Honduras ET1,50494564334
Maldives ET1,9609620721 
Maldives ET1,9609621240 
Maldives ET1,9609625798 
Maldives ET1,9609623046 
Maldives ET1,9609620473 
Maldives ET1,9609621311 
Maldives ET1,9609620323 
Maldives ET1,9609629423 
Maldives ET1,9609621287 
Maldives ET1,9609626831 
Maldives ET2,9609785800
Maldives ET2,9609786504
Maldives ET2,9609784038
Maldives ET2,9609781472
Maldives ET2,9609783547
Maldives ET2,9609786777
Maldives ET2,9609787279
Maldives ET2,9609781737
Maldives ET2,9609781352
Maldives ET2,9609781289
Maldives ET3,9609921433
Maldives ET3,9609927689
Maldives ET3,9609927162
Maldives ET3,9609926159
Maldives ET3,9609928788
Maldives ET3,9609923538
Maldives ET3,9609920542
Maldives ET3,9609925872
Maldives ET3,9609928080
Maldives ET3,9609927479
Maldives ET4,9607932684
Maldives ET4,9607935509
Maldives ET4,9607938098
Maldives ET4,9607936356
Maldives ET4,9607931866
Maldives ET4,9607932913
Maldives ET4,9607930846
Maldives ET4,9607931548
Maldives ET4,9607931007
Maldives ET4,9607933845
Maldives ET5,9607364916
Maldives ET5,9607365081
Maldives ET5,9607363148
Maldives ET5,9607367600
Maldives ET5,9607369458
Maldives ET5,9607364301
Maldives ET5,9607362182
Maldives ET5,9607369851
Maldives ET5,9607364901
Maldives ET5,9607366216
Togo ET4,22897761553
Togo ET4,22897764799
Togo ET4,22897765005
Togo ET4,22897762682
Togo ET4,22897762531
Togo ET4,22897767651
Togo ET4,22897769226
Togo ET4,22897766300
Togo ET4,22897765669
Togo ET4,22897769777
Togo ET2,22894583379
Togo ET2,22894580557
Togo ET2,22894583586
Togo ET2,22894585310
Togo ET2,22894581049
Togo ET2,22894584507
Togo ET2,22894582414
Togo ET2,22894586355
Togo ET2,22894582758
Togo ET2,22894583629
Togo ET3,22898035720
Togo ET3,22898030775
Togo ET3,22898033774
Togo ET3,22898039638
Togo ET3,22898032130
Togo ET3,22898030807
Togo ET3,22898037359
Togo ET3,22898032179
Togo ET3,22898036091
Togo ET3,22898038666
Ecuador ET1,593980686354
Ecuador ET1,593980680595
Ecuador ET1,593980680387
Ecuador ET1,593980683783
Ecuador ET1,593980683923
Ecuador ET1,593980681678
Ecuador ET1,593980687082
Ecuador ET1,593980681152
Ecuador ET1,593980689571
Ecuador ET1,593980684511
Ecuador ET1,593980686208
Ecuador ET1,593980688334
Ecuador ET1,593980689301
Ecuador ET1,593980681532
Ecuador ET1,593980683228
Ecuador ET1,593980681262
Ecuador ET1,593980680118
Ecuador ET1,593980684399
