Range Name,DID
Vanuatu Proper AV1,67839120
Vanuatu Proper AV1,67839121
Vanuatu Proper AV1,67839122
Vanuatu Proper AV1,67839123
Vanuatu Proper AV1,67839124
Vanuatu Proper AV1,67839125
Vanuatu Proper AV1,67839126
Vanuatu Proper AV1,67839127
Vanuatu Proper AV1,67839128
Vanuatu Proper AV1,67839129
Tunisia AV5,21642011270
Tunisia AV5,21642011271
Tunisia AV5,21642011272
Tunisia AV5,21642011273
Tunisia AV5,21642011274
Tunisia AV5,21642011275
Tunisia AV5,21642011276
Tunisia AV5,21642011277
Tunisia AV5,21642011278
Tunisia AV5,21642011279
Tunisia Proper AV1,21629901210
Tunisia Proper AV1,21629901211
Tunisia Proper AV1,21629901212
Tunisia Proper AV1,21629901213
Tunisia Proper AV1,21629901214
Tunisia Proper AV1,21629901215
Tunisia Proper AV1,21629901216
Tunisia Proper AV1,21629901217
Tunisia Proper AV1,21629901218
Tunisia Proper AV1,21629901219
Tunisia AV4,21655011270
Tunisia AV4,21655011271
Tunisia AV4,21655011272
Tunisia AV4,21655011273
Tunisia AV4,21655011274
Tunisia AV4,21655011275
Tunisia AV4,21655011276
Tunisia AV4,21655011277
Tunisia AV4,21655011278
Tunisia AV4,21655011279
StHelena AV5,29028033
StHelena AV5,29028034
StHelena AV5,29028035
StHelena AV5,29028036
StHelena AV5,29028037
StHelena AV5,29028038
StHelena AV5,29028039
StHelena AV5,29028030
StHelena AV5,29028031
StHelena AV5,29028032
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV5,2.2176E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Senegal AV4,2.2177E+11
Sao Tome Proper AV1,2392261290
Sao Tome Proper AV1,2392261291
Sao Tome Proper AV1,2392261292
Sao Tome Proper AV1,2392261293
Sao Tome Proper AV1,2392261294
Sao Tome Proper AV1,2392261295
Sao Tome Proper AV1,2392261296
Sao Tome Proper AV1,2392261297
Sao Tome Proper AV1,2392261298
Sao Tome Proper AV1,2392261299
Sao Tome AV7,2399811510
Sao Tome AV7,2399811511
Sao Tome AV7,2399811512
Sao Tome AV7,2399811513
Sao Tome AV7,2399811514
Sao Tome AV7,2399811515
Sao Tome AV7,2399811516
Sao Tome AV7,2399811517
Sao Tome AV7,2399811518
Sao Tome AV7,2399811519
Nauru Proper AV1,6744443050
Nauru Proper AV1,6744443051
Nauru Proper AV1,6744443052
Nauru Proper AV1,6744443053
Nauru Proper AV1,6744443054
Nauru Proper AV1,6744443055
Nauru Proper AV1,6744443056
Nauru Proper AV1,6744443057
Nauru Proper AV1,6744443058
Nauru Proper AV1,6744443059
Mauritania Proper AV1,22245271820
Mauritania Proper AV1,22245271821
Mauritania Proper AV1,22245271822
Mauritania Proper AV1,22245271823
Mauritania Proper AV1,22245271824
Mauritania Proper AV1,22245271825
Mauritania Proper AV1,22245271826
Mauritania Proper AV1,22245271827
Mauritania Proper AV1,22245271828
Mauritania Proper AV1,22245271829
Mauritania AV1,22236423210
Mauritania AV1,22236423211
Mauritania AV1,22236423212
Mauritania AV1,22236423213
Mauritania AV1,22236423214
Mauritania AV1,22236423215
Mauritania AV1,22236423216
Mauritania AV1,22236423217
Mauritania AV1,22236423218
Mauritania AV1,22236423219
Maldives AV10,9609191390
Maldives AV10,9609191391
Maldives AV10,9609191392
Maldives AV10,9609191393
Maldives AV10,9609191394
Maldives AV10,9609191395
Maldives AV10,9609191396
Maldives AV10,9609191397
Maldives AV10,9609191398
Maldives AV10,9609191399
Maldives AV10,9609215710
Maldives AV10,9609215711
Maldives AV10,9609215712
Maldives AV10,9609215713
Maldives AV10,9609215714
Maldives AV10,9609215715
Maldives AV10,9609215716
Maldives AV10,9609215717
Maldives AV10,9609215718
Maldives AV10,9609215719
Maldives Proper AV1,9603360816
Maldives Proper AV1,9603360817
Maldives Proper AV1,9603360818
Maldives Proper AV1,9603360819
Maldives Proper AV1,9603360810
Maldives Proper AV1,9603360811
Maldives Proper AV1,9603360812
Maldives Proper AV1,9603360813
Maldives Proper AV1,9603360814
Maldives Proper AV1,9603360815
Maldives AV9,9607892290
Maldives AV9,9607892291
Maldives AV9,9607892292
Maldives AV9,9607892293
Maldives AV9,9607892294
Maldives AV9,9607892295
Maldives AV9,9607892296
Maldives AV9,9607892297
Maldives AV9,9607892298
Maldives AV9,9607892299
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV5,2.61334E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar AV4,2.61345E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar Proper AV1,2.61202E+11
Madagascar AV3,2.6133E+11
Madagascar AV3,2.6133E+11
Madagascar AV3,2.6133E+11
Madagascar AV3,2.6133E+11
