Range Name,DID
CUBA - KA45,5350121705
CUBA - KA45 ,5350124452
CUBA - KA45 ,5350125260
CUBA - KA45 ,5350126050
CUBA - KA45 ,5350126409
CUBA - KA45 ,5350127222
CUBA - KA3,5350420177
CUBA - KA3,5350420339
CUBA - KA3,5350420497
CUBA - KA3,5350420561
CUBA - KA3,5350420722
CUBA - KA3,5350420756
CUBA - KA3,5350463251
CUBA - KA3,5350463274
CUBA - KA3,5350463596
CUBA - KA3,5350463884
CUBA - KA3,5350463966
CUBA - KA3,5350463988
CUBA - KA4 ,5351231184
CUBA - KA4,5351231274
CUBA - KA4 ,5351231368
CUBA - KA4 ,5351231584
CUBA - KA4 ,5351231700
CUBA - KA4 ,5351231817
CUBA - KA4 ,5351238213
CUBA - KA4 ,5351238394
CUBA - KA4 ,5351238586
CUBA - KA4 ,5351238753
CUBA - KA4 ,5351238897
CUBA - KA4 ,5351238978
CUBA - KA5,5352000436
CUBA - KA5,5352000548
CUBA - KA5,5352000575
CUBA - KA5,5352000670
CUBA - KA5,5352000708
CUBA - KA5,5352000896
CUBA - KA5,5352001264
CUBA - KA5,5352001278
CUBA - KA5,5352001569
CUBA - KA5,5352001769
CUBA - KA5,5352001892
CUBA - KA5,5352001930
CUBA - KA5,5352011161
CUBA - KA5,5352011204
CUBA - KA5,5352011662
CUBA - KA5,5352011687
CUBA - KA5,5352011786
CUBA - KA5,5352011980
CUBA - KA5,5352022248
CUBA - KA5,5352022304
CUBA - KA5,5352022327
CUBA - KA5,5352022668
CUBA - KA5,5352022708
CUBA - KA5,5352022763
CUBA - KA5,5352049346
CUBA - KA5,5352049671
CUBA - KA5,5352049809
CUBA - KA5,5352049953
CUBA - KA5,5352049977
CUBA - KA5,5352049999
CUBA - KA5,5352061667
CUBA - KA5,5352062019
CUBA - KA5,5352063853
CUBA - KA5,5352066143
CUBA - KA5,5352068868
CUBA - KA5,5352069188
CUBA - KA5,5352071229
CUBA - KA5,5352071513
CUBA - KA5,5352071760
CUBA - KA5,5352071761
CUBA - KA5,5352071769
CUBA - KA5,5352071890
CUBA - KA5,5352082327
CUBA - KA5,5352082464
CUBA - KA5,5352082557
CUBA - KA5,5352082623
CUBA - KA5,5352082639
CUBA - KA5,5352082846
CUBA - KA46,5352181332
CUBA - KA46,5352182739
CUBA - KA46,5352185330
CUBA - KA46,5352189122
CUBA - KA46,5352189675
CUBA - KA46,5352189897
CUBA - KA6,5352203155
CUBA - KA6,5352203227
CUBA - KA6,5352203345
CUBA - KA6,5352203710
CUBA - KA6,5352203793
CUBA - KA6,5352203995
CUBA - KA6,5352207156
CUBA - KA6,5352207383
CUBA - KA6,5352207392
CUBA - KA6,5352207560
CUBA - KA6,5352207625
CUBA - KA6,5352207957
CUBA - KA6,5352252166
CUBA - KA6,5352252227
CUBA - KA6,5352252393
CUBA - KA6,5352252658
CUBA - KA6,5352252827
CUBA - KA6,5352252983
CUBA - KA6,5352262032
CUBA - KA6,5352262406
CUBA - KA6,5352262987
CUBA - KA6,5352263081
CUBA - KA6,5352263551
CUBA - KA6,5352268806
CUBA - KA6,5352306414
CUBA - KA6,5352306592
CUBA - KA6,5352306627
CUBA - KA7,5352306676
CUBA - KA7 ,5352306912
CUBA - KA7 ,5352306993
CUBA - KA7 ,5352362080
CUBA - KA7 ,5352362307
CUBA - KA7 ,5352364456
CUBA - KA7 ,5352365002
CUBA - KA7 ,5352366894
CUBA - KA7 ,5352368900
CUBA - KA7 ,5352373339
CUBA - KA7 ,5352373358
CUBA - KA7 ,5352373434
CUBA - KA7 ,5352373578
CUBA - KA7 ,5352373661
CUBA - KA7 ,5352373786
CUBA - KA7 ,5352373802
CUBA - KA7 ,5352373835
CUBA - KA7 ,5352373897
CUBA - KA7 ,5352374298
CUBA - KA7 ,5352376507
CUBA - KA7 ,5352377129
CUBA - KA7 ,5352377312
CUBA - KA7 ,5352377385
CUBA - KA7 ,5352377532
CUBA - KA7 ,5352377744
CUBA - KA7 ,5352377958
CUBA - KA7 ,5352379140
CUBA - KA7 ,5352379381
CUBA - KA7 ,5352379502
CUBA - KA7 ,5352379575
CUBA - KA7 ,5352379773
CUBA - KA7 ,5352379777
CUBA - KA7 ,5352379954
CUBA - KA7 ,5352390245
CUBA - KA7 ,5352390391
CUBA - KA7 ,5352390455
CUBA - KA7 ,5352390482
CUBA - KA7 ,5352390620
CUBA - KA7 ,5352390768
CUBA - KA7 ,5352391225
CUBA - KA7 ,5352391637
CUBA - KA7 ,5352391666
CUBA - KA7 ,5352391704
CUBA - KA7 ,5352391768
CUBA - KA7 ,5352391845
CUBA - KA7 ,5352392199
CUBA - KA7 ,5352392509
CUBA - KA7 ,5352392599
CUBA - KA7 ,5352392677
CUBA - KA7 ,5352392899
CUBA - KA7 ,5352392916
CUBA - KA7 ,5352393265
CUBA - KA7 ,5352393638
CUBA - KA7 ,5352393667
CUBA - KA7 ,5352393789
CUBA - KA7 ,5352393965
CUBA - KA7 ,5352393976
CUBA - KA7 ,5352394243
CUBA - KA7 ,5352394643
CUBA - KA7 ,5352394649
CUBA - KA7 ,5352394684
CUBA - KA7 ,5352394696
CUBA - KA7 ,5352395576
CUBA - KA7 ,5352395583
CUBA - KA7 ,5352395588
CUBA - KA7 ,5352395847
CUBA - KA7 ,5352395972
CUBA - KA7 ,5352395996
CUBA - KA7 ,5352398473
CUBA - KA7 ,5352398567
CUBA - KA7 ,5352398635
CUBA - KA7 ,5352398671
CUBA - KA7 ,5352398770
CUBA - KA7 ,5352398842
CUBA - KA7 ,5352399322
CUBA - KA7 ,5352399543
CUBA - KA7 ,5352399793
CUBA - KA7 ,5352399797
CUBA - KA7 ,5352399903
CUBA - KA7 ,5352399915
CUBA - KA8,5352403297
CUBA - KA8,5352403300
CUBA - KA8,5352403319
CUBA - KA8,5352403717
CUBA - KA8,5352403855
CUBA - KA8,5352403903
CUBA - KA8,5352407123
CUBA - KA8,5352407310
CUBA - KA8,5352407342
CUBA - KA8,5352407423
CUBA - KA8,5352407593
CUBA - KA8,5352407922
CUBA - KA8,5352410180
CUBA - KA8,5352410299
CUBA - KA8,5352410315
CUBA - KA8,5352410458
CUBA - KA8,5352410599
CUBA - KA8,5352410901
CUBA - KA8,5352411236
CUBA - KA8,5352411271
CUBA - KA8,5352411287
CUBA - KA8,5352411340
CUBA - KA8,5352411507
CUBA - KA8,5352411904
CUBA - KA8,5352412518
CUBA - KA8,5352412609
CUBA - KA8,5352412627
CUBA - KA8,5352412629
CUBA - KA8,5352412662
CUBA - KA8,5352412890
CUBA - KA8,5352414241
CUBA - KA8,5352414460
CUBA - KA8,5352414488
CUBA - KA8,5352414525
CUBA - KA8,5352414604
CUBA - KA8,5352414807
CUBA - KA8,5352415124
CUBA - KA8,5352415141
CUBA - KA8,5352415520
CUBA - KA8,5352415664
CUBA - KA8,5352415665
CUBA - KA8,5352415745
CUBA - KA8,5352415748
CUBA - KA8,5352415749
CUBA - KA8,5352416120
CUBA - KA8,5352416234
CUBA - KA8,5352416277
CUBA - KA8,5352416502
CUBA - KA8,5352416536
CUBA - KA8,5352416796
CUBA - KA8,5352416848
CUBA - KA8,5352417263
CUBA - KA8,5352417930
CUBA - KA8,5352418195
CUBA - KA8,5352418301
CUBA - KA8,5352418508
CUBA - KA8,5352418688
CUBA - KA8,5352418970
CUBA - KA8,5352418992
CUBA - KA8,5352419125
CUBA - KA8,5352419176
CUBA - KA8,5352419423
CUBA - KA8,5352419764
CUBA - KA8,5352419855
CUBA - KA8,5352419924
CUBA - KA8,5352419977
CUBA - KA8,5352421170
CUBA - KA8,5352421213
CUBA - KA8,5352421253
CUBA - KA8,5352421447
CUBA - KA8,5352421576
CUBA - KA8,5352421930
CUBA - KA8,5352422023
CUBA - KA8,5352422995
CUBA - KA8,5352423255
CUBA - KA8,5352423319
CUBA - KA8,5352423425
CUBA - KA8,5352423454
CUBA - KA8,5352423641
CUBA - KA8,5352423876
CUBA - KA8,5352424612
CUBA - KA8,5352425210
CUBA - KA8,5352425222
CUBA - KA8,5352425223
CUBA - KA8,5352425311
CUBA - KA8,5352425581
CUBA - KA8,5352425758
