Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Algeria AT10,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT11,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT12,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT13,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT14,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT15,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT16,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT17,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT18,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT19,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT1,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT2,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT3,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT4,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT5,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT6,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT7,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT8,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Algeria AT9,EZ Mobile,0.18,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT10,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT11,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT12,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT13,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT14,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT15,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT16,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT17,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT18,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT19,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT1,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
Burundi AT20,EZ Mobile,0.22,0,980,2400,0,0,Daily 1/1,Weekly 7/3 ,Monthly 30/45,USD
