Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
CUBA - KA1,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA10,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA11,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA12,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA12 ,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA13,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA14,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA14 ,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA15,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA16,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA17,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA18,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA19,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA2,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA20,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA21,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA22,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA23,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA24,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA25,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA26,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA27,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA28,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA29,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA3,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA30,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA31,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA32,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA33,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA34,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA35,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA36,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA37,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA38,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA39,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA4,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA4 ,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA40,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA41,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA42,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA43,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA44,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA45,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CUBA - KA45 ,EZ_Mobile,0.32,0.22,980,1180,0,0.25,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
