Name,Operator,Buying Rate,Selling Rate,Min Duration,Max Duration,Daily Rate,Monthly Rate,Daily Title,Weekly Title,Monthly Title,Currency
Cayman Islands AT6,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT7,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT8,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT9,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT10,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT11,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT12,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT13,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT15,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT16,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT17,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT18,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT19,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT20,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT21,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT22,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT24,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Cayman Islands AT32,EZ_Mobile,0.09,0.06,980,3300,0,0.075,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
CAR AT6,EZ_Mobile,0.18,0.13,980,3300,0,0.16,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chile AT2,EZ_Mobile,0.2,0.15,980,3300,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chile AT3,EZ_Mobile,0.2,0.15,980,3300,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chile AT12,EZ_Mobile,0.2,0.15,980,3300,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chile AT17,EZ_Mobile,0.2,0.15,980,3300,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
Chile AT25,EZ_Mobile,0.2,0.15,980,3300,0,0.18,Daily 1/1,Weekly 7/3,Monthly 30/45,USD
